locusId	sysName	type	scaffoldId	begin	end	strand	original_name	desc	name	Product	ecocyc_id
ECD_03637	ECD_03637	1	CP001509	3826525	3827415	+		D-ribose ABC transporter periplasmic binding protein; ribose chemotaxis receptor	rbsB	ribose ABC transporter periplasmic binding protein	ECD_RS18990
ECD_03638	ECD_03638	1	CP001509	3827541	3828470	+		ribokinase	rbsK	ribokinase	ECD_RS18995
ECD_03639	ECD_03639	1	CP001509	3828474	3829466	+		transcriptional repressor of ribose metabolism	rbsR	DNA-binding transcriptional dual regulator RbsR	ECD_RS19000
ECD_03640	ECD_03640	1	CP001509	3829432	3830859	-		putative multidrug or homocysteine efflux system	RS19005	MFS transporter	ECD_RS19005
ECD_03641	ECD_03641	1	CP001509	3830882	3831574	-		putative transcriptional regulator	yieP	DNA-binding transcriptional dual regulator YieP	ECD_RS19010
ECD_r00011	ECD_r00011	2	CP001509	3832055	3833596	+		16S ribosomal RNA	RS19015	16S ribosomal RNA	ECD_RS19015
ECD_t00064	ECD_t00064	5	CP001509	3833682	3833757	+		tRNA-Glu	RS19020	tRNA-Glu	ECD_RS19020
ECD_r00012	ECD_r00012	2	CP001509	3833942	3836847	+		23S ribosomal RNA	RS19025	23S ribosomal RNA	ECD_RS19025
ECD_r00013	ECD_r00013	2	CP001509	3836940	3837059	+		5S ribosomal RNA	rrf	5S ribosomal RNA	ECD_RS19030
ECD_t00065	ECD_t00065	5	CP001509	3837112	3837188	+		tRNA-Asp	RS19035	tRNA-Asp	ECD_RS19035
ECD_t00066	ECD_t00066	5	CP001509	3837197	3837272	+		tRNA-Trp	RS19040	tRNA-Trp	ECD_RS19040
ECD_03642	ECD_03642	1	CP001509	3837368	3838207	-		flhDC operon transcriptional repressor	hdfR	DNA-binding transcriptional dual regulator HdfR	ECD_RS19045
ECD_03643	ECD_03643	1	CP001509	3838326	3838664	+		UPF0438 family protein	maoP	macrodomain Ori protein	ECD_RS19050
ECD_03644	ECD_03644	1	CP001509	3838689	3840209	-		magnesium chelatase family protein and putative transcriptional regulator	yifB	putative magnesium chelatase YifB	ECD_RS19055
ECD_03645	ECD_03645	1	CP001509	3840562	3840660	+		ilvG operon leader peptide	ilvL	<i>ilvXGMEDA</i> operon leader peptide	ECD_RS19060
ECD_03646	ECD_03646	1	CP001509	3840800	3842446	+		acetolactate synthase II, valine insensitive, large subunit	RS19065	acetolactate synthase 2 catalytic subunit	ECD_RS19065
ECD_03647	ECD_03647	1	CP001509	3842443	3842706	+		acetolactate synthase 2 small subunit	ilvM	acetolactate synthase II subunit IlvM	ECD_RS19070
ECD_03648	ECD_03648	1	CP001509	3842726	3843655	+		branched-chain amino acid aminotransferase	ilvE	branched-chain-amino-acid aminotransferase	ECD_RS19075
ECD_03649	ECD_03649	1	CP001509	3843720	3845570	+		dihydroxyacid dehydratase	ilvD	dihydroxy-acid dehydratase	ECD_RS19080
ECD_03650	ECD_03650	1	CP001509	3845573	3847117	+		l-threonine dehydratase, biosynthetic; also known as threonine deaminase	ilvA	threonine deaminase	ECD_RS19085
ECD_03651	ECD_03651	1	CP001509	3847169	3848062	-		transcriptional activator of ilvC; autorepressor	ilvY	DNA-binding transcriptional dual regulator IlvY	ECD_RS19090
ECD_03652	ECD_03652	1	CP001509	3848212	3849687	+		ketol-acid reductoisomerase, NAD(P)-binding	ilvC	ketol-acid reductoisomerase (NADP<sup>+</sup>)	ECD_RS19095
ECD_03653	ECD_03653	1	CP001509	3849774	3850055	-		peptidyl-prolyl cis-trans isomerase C (rotamase C)	ppiC	peptidyl-prolyl <i>cis-trans</i> isomerase C	ECD_RS19100
ECD_03654	ECD_03654	1	CP001509	3850254	3850529	-		hypothetical protein	RS24145	hypothetical protein	ECD_RS24145
ECD_03656	ECD_03656	1	CP001509	3850919	3852940	+		DNA helicase and single-stranded DNA-dependent ATPase	rep	ATP-dependent DNA helicase Rep	ECD_RS19110
ECD_03657	ECD_03657	1	CP001509	3852987	3854471	-		guanosine pentaphosphatase/exopolyphosphatase	gpp	guanosine-5'-triphosphate,3'-diphosphate phosphatase	ECD_RS19115
ECD_03658	ECD_03658	1	CP001509	3854605	3855870	-		ATP-dependent RNA helicase	rhlB	ATP-dependent RNA helicase RhlB	ECD_RS19120
ECD_03659	ECD_03659	1	CP001509	3856001	3856330	+		thioredoxin 1	trxA	reduced thioredoxin 1	ECD_RS19125
ECD_03660	ECD_03660	1	CP001509	3856471	3856572	+		rho operon leader peptide	rhoL	<i>rho</i> operon leader peptide	ECD_RS19130
ECD_03661	ECD_03661	1	CP001509	3856657	3857916	+		transcription termination factor	rho	transcription termination factor Rho	ECD_RS19135
ECD_03662	ECD_03662	1	CP001509	3858156	3859259	+		UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	rfe	UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase	ECD_RS19145
ECD_03663	ECD_03663	1	CP001509	3859271	3860317	+		Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	wzzE	enterobacterial common antigen polysaccharide co-polymerase	ECD_RS19150
ECD_03664	ECD_03664	1	CP001509	3860373	3861503	+		UDP-N-acetyl glucosamine-2-epimerase	wecB	UDP-<i>N</i>-acetylglucosamine 2-epimerase	ECD_RS19155
ECD_03665	ECD_03665	1	CP001509	3861500	3862762	+		UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	wecC	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase	ECD_RS19160
ECD_03666	ECD_03666	1	CP001509	3862762	3863829	+		dTDP-glucose 4,6-dehydratase	rffG	dTDP-glucose 4,6-dehydratase 2	ECD_RS19165
ECD_03667	ECD_03667	1	CP001509	3863848	3864729	+		glucose-1-phosphate thymidylyltransferase	rffH	glucose-1-phosphate thymidylyltransferase 2	ECD_RS19170
ECD_03668	ECD_03668	1	CP001509	3864707	3865381	+		TDP-fucosamine acetyltransferase	rffC	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	ECD_RS19175
ECD_03669	ECD_03669	1	CP001509	3865386	3866516	+		TDP-4-oxo-6-deoxy-D-glucose transaminase	wecE	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	ECD_RS19180
ECD_03670	ECD_03670	1	CP001509	3866518	3867768	+		O-antigen translocase	wzxE	lipid III<sub>ECA</sub> flippase	ECD_RS19185
ECD_03671	ECD_03671	1	CP001509	3867765	3868844	+		TDP-Fuc4NAc:lipidIIFuc4NAc transferase	wecF	TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase	ECD_RS19190
ECD_03672	ECD_03672	1	CP001509	3868841	3870193	+		putative ECA polysaccharide chain elongation protein	wzyE	enterobacterial common antigen polymerase	ECD_RS19195
ECD_03673	ECD_03673	1	CP001509	3870196	3870936	+		UDP-N-acetyl-D-mannosaminuronic acid transferase	rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase	ECD_RS19200
ECD_03674	ECD_03674	1	CP001509	3871127	3872512	+		putative APC family amino acid transporter	yifK	threonine/serine:H<sup>+</sup> symporter ThrP	ECD_RS19205
ECD_t00067	ECD_t00067	5	CP001509	3872615	3872691	+		tRNA-Arg	RS19210	tRNA-Arg	ECD_RS19210
ECD_t00068	ECD_t00068	5	CP001509	3872750	3872825	+		tRNA-His	RS19215	tRNA-His	ECD_RS19215
ECD_t00069	ECD_t00069	5	CP001509	3872846	3872932	+		tRNA-Leu	RS19220	tRNA-Leu	ECD_RS19220
ECD_t00070	ECD_t00070	5	CP001509	3872975	3873051	+		tRNA-Pro	RS19225	tRNA-Pro	ECD_RS19225
ECD_03675	ECD_03675	1	CP001509	3873198	3874433	+		putative AslA-specific sulfatase-maturating enzyme	aslB	putative anaerobic sulfatase maturation enzyme AslB	ECD_RS19230
ECD_03676	ECD_03676	1	CP001509	3874591	3876246	-		putative Ser-type periplasmic non-aryl sulfatase	aslA	putative sulfatase AslA	ECD_RS19235
ECD_03677	ECD_03677	1	CP001509	3876932	3878128	-		putative protoheme IX synthesis protein	hemY	protein HemY	ECD_RS19240
ECD_03678	ECD_03678	1	CP001509	3878131	3879336	-		putative uroporphyrinogen III methyltransferase	hemX	PF04375 family protein HemX	ECD_RS19245
ECD_03679	ECD_03679	1	CP001509	3879358	3880098	-		uroporphyrinogen III synthase	hemD	uroporphyrinogen-III synthase	ECD_RS19250
ECD_03680	ECD_03680	1	CP001509	3880095	3881036	-		hydroxymethylbilane synthase	hemC	hydroxymethylbilane synthase	ECD_RS19255
ECD_03681	ECD_03681	1	CP001509	3881423	3883969	+		adenylate cyclase	cyaA	adenylate cyclase	ECD_RS19260
ECD_03682	ECD_03682	1	CP001509	3884009	3884329	-		iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein	cyaY	frataxin CyaY	ECD_RS19265
ECD_03683	ECD_03683	1	CP001509	3884120	3884347	+		hypothetical protein			
ECD_03684	ECD_03684	1	CP001509	3884799	3885002	+		putative lipoprotein	yifL	LptD oxidative maturation-associated lipoprotein	ECD_RS19270
ECD_03685	ECD_03685	1	CP001509	3885039	3885863	+		diaminopimelate epimerase	dapF	diaminopimelate epimerase	ECD_RS19275
ECD_03686	ECD_03686	1	CP001509	3885860	3886567	+		DUF484 family protein	yigA	DUF484 domain-containing protein YigA	ECD_RS19280
ECD_03687	ECD_03687	1	CP001509	3886564	3887460	+		site-specific tyrosine recombinase	xerC	site-specific tyrosine recombinase	ECD_RS19285
ECD_03688	ECD_03688	1	CP001509	3887460	3888176	+		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	ECD_RS19290
ECD_03689	ECD_03689	1	CP001509	3888260	3890422	+		DNA-dependent ATPase I and helicase II	uvrD	DNA helicase II	ECD_RS19295
ECD_03690	ECD_03690	1	CP001509	3890477	3891379	-		hypothetical protein	RS19300	acetolactate synthase	ECD_RS19300
ECD_03691	ECD_03691	1	CP001509	3891462	3892226	-		DUF2233 family protein	yigE	DUF2233 domain-containing protein YigE	ECD_RS19305
ECD_03692	ECD_03692	1	CP001509	3892596	3893546	+		magnesium/nickel/cobalt transporter	corA	Ni<sup>2+</sup>/Co<sup>2+</sup>/Mg<sup>2+</sup> transporter	ECD_RS19315
ECD_03693	ECD_03693	1	CP001509	3893588	3894010	-		hypothetical protein	RS19320	DUF943 domain-containing protein	ECD_RS19320
ECD_03694	ECD_03694	1	CP001509	3894076	3894924	-		hypothetical protein	RS19325	DUF3289 domain-containing protein	ECD_RS19325
ECD_03695	ECD_03695	1	CP001509	3895077	3895253	+		Magnesium and cobalt transport protein corA	RS19330	corA-like Mg2+ transporter family protein	ECD_RS19330
ECD_03696	ECD_03696	1	CP001509	3895294	3895674	-		DUF2628 family putative inner membrane protein	RS19335	DUF2628 domain-containing protein	ECD_RS19335
ECD_03697	ECD_03697	1	CP001509	3895688	3895894	-		PRK11371 family inner membrane protein			
ECD_03698	ECD_03698	1	CP001509	3896163	3897053	-		putative chloramphenical resistance permease	rarD	putative transporter RarD	ECD_RS19345
ECD_03699	ECD_03699	1	CP001509	3897105	3897572	-		4HBT thioesterase family protein	yigI	acyl-CoA thioesterase YigI	ECD_RS19350
ECD_03700	ECD_03700	1	CP001509	3897737	3898606	+		outer membrane phospholipase A	pldA	outer membrane phospholipase A	ECD_RS19355
ECD_03701	ECD_03701	1	CP001509	3898725	3900560	+		ATP-dependent DNA helicase	recQ	ATP-dependent DNA helicase RecQ	ECD_RS19360
ECD_03702	ECD_03702	1	CP001509	3900624	3901244	+		threonine efflux pump	rhtC	L-threonine exporter	ECD_RS19365
ECD_03703	ECD_03703	1	CP001509	3901306	3901926	-		homoserine, homoserine lactone and S-methyl-methionine efflux pump	rhtB	L-homoserine/L-homoserine lactone/L-threonine exporter	ECD_RS19370
ECD_03704	ECD_03704	1	CP001509	3902037	3903059	+		lysophospholipase L2	pldB	lysophospholipase L2	ECD_RS19375
ECD_03705	ECD_03705	1	CP001509	3903067	3903867	+		pyridoxal phosphate phosphatase	yigL	phosphosugar phosphatase YigL	ECD_RS19380
ECD_03706	ECD_03706	1	CP001509	3903943	3904842	+		putative inner membrane EamA-like transporter	bioP	biotin transporter	ECD_RS19385
ECD_03707	ECD_03707	1	CP001509	3904730	3905683	-		methionine biosynthesis regulon transcriptional regulator	metR	DNA-binding transcriptional dual regulator MetR	ECD_RS19390
ECD_03708	ECD_03708	1	CP001509	3905920	3908181	+		5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	metE	cobalamin-independent homocysteine transmethylase	ECD_RS19395
ECD_03709	ECD_03709	1	CP001509	3908275	3909171	-		hypothetical protein	RS19400	LysR family transcriptional regulator	ECD_RS19400
ECD_03710	ECD_03710	1	CP001509	3909249	3910472	-		putative permease	RS19405	cytosine permease	ECD_RS19405
ECD_03711	ECD_03711	1	CP001509	3910498	3910851	-		hypothetical protein	RS19410	glutamyl-tRNA amidotransferase	ECD_RS19410
ECD_03712	ECD_03712	1	CP001509	3910904	3911944	-		Carbamate kinase-like protein yahI	RS19415	carbamate kinase	ECD_RS19415
ECD_03713	ECD_03713	1	CP001509	3911853	3913328	-		hypothetical protein	RS19420	DUF1116 domain-containing protein	ECD_RS19420
ECD_03714	ECD_03714	1	CP001509	3913274	3914833	-		hypothetical protein	RS19425	acyl-CoA synthetase FdrA	ECD_RS19425
ECD_03715	ECD_03715	1	CP001509	3914928	3915788	-		hypothetical protein	RS19430	DUF2877 domain-containing protein	ECD_RS19430
ECD_03716	ECD_03716	1	CP001509	3915794	3916462	-		hypothetical protein	RS19435	cysteine hydrolase	ECD_RS19435
ECD_03717	ECD_03717	1	CP001509	3916719	3917528	-		putative carboxymethylenebutenolidase	ysgA	putative dienelactone hydrolase	ECD_RS19445
ECD_03718	ECD_03718	1	CP001509	3917790	3918554	+		uridine phosphorylase	udp	uridine phosphorylase	ECD_RS19450
ECD_03719	ECD_03719	1	CP001509	3918588	3920078	-		hypothetical protein	RS19455	C4-dicarboxylate ABC transporter permease	ECD_RS19455
ECD_03720	ECD_03720	1	CP001509	3920091	3920600	-		hypothetical protein	RS19460	tripartite tricarboxylate transporter TctB family protein	ECD_RS19460
ECD_03721	ECD_03721	1	CP001509	3920614	3921588	-		hypothetical protein	RS19465	tripartite tricarboxylate transporter substrate binding protein	ECD_RS19465
ECD_03722	ECD_03722	1	CP001509	3921613	3922242	-		hypothetical protein	RS19470	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	ECD_RS19470
ECD_03723	ECD_03723	1	CP001509	3922232	3923236	-		hypothetical protein	RS19475	carbohydrate kinase	ECD_RS19475
ECD_03724	ECD_03724	1	CP001509	3923260	3924027	-		putative transcriptional regulator	RS19480	IclR family transcriptional regulator	ECD_RS19480
ECD_03725	ECD_03725	1	CP001509	3924244	3925671	+		DNA recombination protein	rmuC	putative recombination limiting protein RmuC	ECD_RS19485
ECD_03726	ECD_03726	1	CP001509	3925766	3926521	+		bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase	ubiE	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase	ECD_RS19490
ECD_03727	ECD_03727	1	CP001509	3926535	3927140	+		aerobic ubiquinone synthesis protein, SCP2 family protein	ubiJ	ubiquinone biosynthesis accessory factor UbiJ	ECD_RS19495
ECD_03728	ECD_03728	1	CP001509	3927137	3928777	+		regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase	ubiB	ubiquinone biosynthesis protein UbiB	ECD_RS19500
ECD_03729	ECD_03729	1	CP001509	3928856	3929125	+		TatABCE protein translocation system subunit	tatA	twin arginine protein translocation system - TatA protein	ECD_RS19505
ECD_03730	ECD_03730	1	CP001509	3929129	3929644	+		TatABCE protein translocation system subunit	tatB	twin arginine protein translocation system - TatB protein	ECD_RS19510
ECD_03731	ECD_03731	1	CP001509	3929647	3930423	+		TatABCE protein translocation system subunit	tatC	twin arginine protein translocation system - TatC protein	ECD_RS19515
ECD_03732	ECD_03732	1	CP001509	3930465	3931247	+		quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase	tatD	3' &rarr; 5' ssDNA/RNA  exonuclease TatD	ECD_RS19520
ECD_03733	ECD_03733	1	CP001509	3931244	3931732	-		transcription antitermination protein	rfaH	transcription antiterminator RfaH	ECD_RS19525
ECD_03734	ECD_03734	1	CP001509	3931899	3933392	+		3-octaprenyl-4-hydroxybenzoate decarboxylase	ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	ECD_RS19530
ECD_03735	ECD_03735	1	CP001509	3933438	3934139	+		NAD(P)H-flavin reductase	fre	NAD(P)H-flavin reductase	ECD_RS19535
ECD_03736	ECD_03736	1	CP001509	3934422	3935585	-		3-ketoacyl-CoA thiolase (thiolase I)	fadA	3-ketoacyl-CoA thiolase	ECD_RS19540
ECD_03737	ECD_03737	1	CP001509	3935595	3937784	-		fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	fadB	multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, &Delta;<sup>3</sup>-<i>cis</i>- &Delta;<sup>2</sup>-<i>trans</i>-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase	ECD_RS19545
ECD_03738	ECD_03738	1	CP001509	3937974	3939305	+		proline dipeptidase	pepQ	Xaa-Pro dipeptidase	ECD_RS19550
ECD_03739	ECD_03739	1	CP001509	3939305	3939919	+		UPF0029 family protein	yigZ	IMPACT family member YigZ	ECD_RS19555
ECD_03740	ECD_03740	1	CP001509	3939958	3941409	+		potassium transporter	trkH	K+ transporter TrkH	ECD_RS19560
ECD_03741	ECD_03741	1	CP001509	3941421	3941966	+		protoporphyrin oxidase, flavoprotein	hemG	protoporphyrinogen oxidase	ECD_RS19565
ECD_r00014	ECD_r00014	2	CP001509	3942344	3943885	+		16S ribosomal RNA	RS19570	16S ribosomal RNA	ECD_RS19570
ECD_t00071	ECD_t00071	5	CP001509	3943954	3944030	+		tRNA-Ile	RS19575	tRNA-Ile	ECD_RS19575
ECD_t00072	ECD_t00072	5	CP001509	3944073	3944148	+		tRNA-Ala	RS19580	tRNA-Ala	ECD_RS19580
ECD_r00015	ECD_r00015	2	CP001509	3944332	3947235	+		23S ribosomal RNA	RS19585	23S ribosomal RNA	ECD_RS19585
ECD_r00016	ECD_r00016	2	CP001509	3947422	3947541	+		5S ribosomal RNA	rrf	5S ribosomal RNA	ECD_RS19590
ECD_03742	ECD_03742	1	CP001509	3947643	3948170	-		molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	molybdopterin-guanine dinucleotide biosynthesis adaptor protein	ECD_RS19595
ECD_03743	ECD_03743	1	CP001509	3948152	3948736	-		molybdopterin-guanine dinucleotide synthase	mobA	molybdenum cofactor guanylyltransferase	ECD_RS19600
ECD_03744	ECD_03744	1	CP001509	3948806	3949075	+		DUF1040 protein YihD	yihD	DUF1040 domain-containing protein YihD	ECD_RS19605
ECD_03745	ECD_03745	1	CP001509	3949152	3950138	+		Cpx stress response Thr/Ser protein kinase; MazF antagonist protein	srkA	stress response kinase A	ECD_RS19610
ECD_03746	ECD_03746	1	CP001509	3950155	3950781	+		periplasmic protein disulfide isomerase I	dsbA	thiol:disulfide oxidoreductase DsbA	ECD_RS19615
ECD_03747	ECD_03747	1	CP001509	3950936	3952366	+		DUF945 family protein	yihF	DUF945 domain-containing protein YihF	ECD_RS19620
ECD_03748	ECD_03748	1	CP001509	3952407	3953339	-		inner membrane protein, inner membrane acyltransferase	yihG	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG	ECD_RS19625
ECD_03749	ECD_03749	1	CP001509	3953703	3956489	+		5	polA	DNA polymerase I	ECD_RS19635
ECD_03750	ECD_03750	1	CP001509	3956870	3957502	-		cell division GTP-binding protein	yihA	GTP-binding protein YihA	ECD_RS19640
ECD_03751	ECD_03751	1	CP001509	3958084	3958593	+		activator of Der GTPase	yihI	Der GTPase-activating protein YihI	ECD_RS19645
ECD_03752	ECD_03752	1	CP001509	3958782	3960155	+		coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	hemN	coproporphyrinogen III dehydrogenase	ECD_RS19650
ECD_04384	ECD_04384	1	CP001509	3960345	3960455	-		small predicted membrane protein			
ECD_03753	ECD_03753	1	CP001509	3960567	3961976	-		fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein	glnG	DNA-binding transcriptional dual regulator NtrC	ECD_RS19660
ECD_03754	ECD_03754	1	CP001509	3961988	3963037	-		sensory histidine kinase in two-component regulatory system with GlnG	glnL	protein histidine kinase NtrB	ECD_RS19665
ECD_03755	ECD_03755	1	CP001509	3963323	3964732	-		glutamine synthetase	glnA	glutamine synthetase	ECD_RS19670
ECD_03756	ECD_03756	1	CP001509	3965105	3966928	+		GTP-binding protein	bipA	50S ribosomal subunit assembly factor BipA	ECD_RS19680
ECD_03757	ECD_03757	1	CP001509	3967145	3967855	+		putative DNA-binding transcriptional regulator	yihL	putative DNA-binding transcriptional regulator YihL	ECD_RS19685
ECD_03758	ECD_03758	1	CP001509	3967863	3968843	+		putative sugar phosphate isomerase	yihM	putative TIM barrel domain-containing protein YihM	ECD_RS19690
ECD_03759	ECD_03759	1	CP001509	3968945	3970210	+		MFS transporter family protein	RS19695	MFS transporter	ECD_RS19695
ECD_03760	ECD_03760	1	CP001509	3970301	3970993	-		outer membrane porin L; putative sulfolipid porin	ompL	putative outer membrane porin L	ECD_RS19700
ECD_03761	ECD_03761	1	CP001509	3971060	3972463	-		putative sulfoquinovose importer	yihO	putative sulfoquinovose transporter	ECD_RS19705
ECD_03762	ECD_03762	1	CP001509	3972503	3973909	-		putative 2,3-dihydroxypropane-1-sulfonate exporter, membrane protein	RS19710	MFS transporter	ECD_RS19710
ECD_03763	ECD_03763	1	CP001509	3973934	3975937	-		putative sulfolipid alpha-glucosidase; alpha-glucosyl fluoride glucosidase	yihQ	sulfoquinovosidase	ECD_RS19715
ECD_03764	ECD_03764	1	CP001509	3976062	3976988	-		putative sulfoquinovose mutarotase	yihR	putative sulfoquinovose mutarotase YihR	ECD_RS19720
ECD_03765	ECD_03765	1	CP001509	3977102	3978343	-		sulfoquinovose isomerase	yihS	sulfoquinovose isomerase	ECD_RS19725
ECD_03766	ECD_03766	1	CP001509	3978360	3979238	-		6-deoxy-6-sulfofructose-1-phosphate aldolase	yihT	6-deoxy-6-sulfofructose-1-phosphate aldolase	ECD_RS19730
ECD_03767	ECD_03767	1	CP001509	3979262	3980158	-		3-sulfolactaldehyde (SLA) reductase, NADH-dependent; gamma-hydroxybutyrate dehydrogenase, NADH-dependent	yihU	3-sulfolactaldehyde reductase	ECD_RS19735
ECD_03768	ECD_03768	1	CP001509	3980326	3981222	+		6-deoxy-6-sulfofructose kinase	yihV	6-deoxy-6-sulfofructose kinase	ECD_RS19740
ECD_03769	ECD_03769	1	CP001509	3981256	3982041	+		putative transcriptional regulator for sulfoquinovose utilization	csqR	DNA-binding transcriptional dual regulator CsqR	ECD_RS19745
ECD_03770	ECD_03770	1	CP001509	3982140	3982739	+		alpha-D-glucose-1-phosphate phosphatase, anomer-specific	yihX	&alpha;-D-glucose-1-phosphate phosphatase YihX	ECD_RS19750
ECD_03771	ECD_03771	1	CP001509	3982733	3983605	+		BrkB family putative transporter, inner membrane protein	yihY	PF03631 family membrane protein YihY	ECD_RS19755
ECD_03772	ECD_03772	1	CP001509	3983602	3984039	+		D-tyr-tRNA(Tyr) deacylase	dtd	D-aminoacyl-tRNA deacylase	ECD_RS19760
ECD_03773	ECD_03773	1	CP001509	3984036	3985025	+		GNAT family putative N-acetyltransferase	fabY	putative fatty acid biosynthesis enzyme FabY	ECD_RS19765
ECD_03774	ECD_03774	1	CP001509	3985878	3986096	+		CopG family putative transcriptional regulator	yiiE	putative DNA-binding transcriptional regulator YiiE	ECD_RS19770
ECD_03775	ECD_03775	1	CP001509	3986338	3986556	+		putative thymol sensitivity protein, CopG family putative transcriptional regulator	yiiF	protein YiiF	ECD_RS19775
ECD_03776	ECD_03776	1	CP001509	3986886	3987815	-		formate dehydrogenase formation protein	fdhE	formate dehydrogenase formation protein	ECD_RS19785
ECD_03777	ECD_03777	1	CP001509	3987812	3988447	-		formate dehydrogenase-O, cytochrome b556 subunit	fdoI	formate dehydrogenase O subunit &gamma;	ECD_RS19790
ECD_03778	ECD_03778	1	CP001509	3988444	3989346	-		formate dehydrogenase-O, Fe-S subunit	fdoH	formate dehydrogenase O subunit &beta;	ECD_RS19795
ECD_03779	ECD_03779	1	CP001509	3989359	3992409	-		formate dehydrogenase-O, large subunit			
ECD_03780	ECD_03780	1	CP001509	3992603	3993436	+		formate dehydrogenase formation protein	fdhD	sulfurtransferase for molybdenum cofactor sulfuration	ECD_RS19810
ECD_03781	ECD_03781	1	CP001509	3993589	3994644	+		DUF3829 family lipoprotein	yiiG	DUF3829 domain-containing lipoprotein YiiG	ECD_RS19815
ECD_03782	ECD_03782	1	CP001509	3994694	3996442	-		putative frv operon regulator; contains a PTS EIIA domain	frvR	putative DNA-binding transcriptional regulator FrvR	ECD_RS19820
ECD_03783	ECD_03783	1	CP001509	3996442	3997512	-		putative peptidase	RS19825	peptidase	ECD_RS19825
ECD_03784	ECD_03784	1	CP001509	3997502	3998953	-		putative PTS enzyme, IIB component/IIC component	frvB	putative PTS enzyme IIBC component FrvB	ECD_RS19830
ECD_03785	ECD_03785	1	CP001509	3998964	3999410	-		putative enzyme IIA component of PTS	frvA	putative PTS enzyme IIA component FrvA	ECD_RS19835
ECD_03786	ECD_03786	1	CP001509	3999887	4001281	+		putative glycoporin	RS19840	glycoporin	ECD_RS19840
ECD_03787	ECD_03787	1	CP001509	4001322	4001636	-		L-rhamnose mutarotase	rhaM	L-rhamnose mutarotase	ECD_RS19845
ECD_03788	ECD_03788	1	CP001509	4001646	4002470	-		rhamnulose-1-phosphate aldolase	rhaD	rhamnulose-1-phosphate aldolase	ECD_RS19850
ECD_03789	ECD_03789	1	CP001509	4002645	4003904	-		L-rhamnose isomerase	rhaA	L-rhamnose isomerase	ECD_RS19855
ECD_03790	ECD_03790	1	CP001509	4003901	4005370	-		rhamnulokinase	rhaB	rhamnulokinase	ECD_RS19860
ECD_03791	ECD_03791	1	CP001509	4005658	4006494	+		transcriptional activator of rhaBAD and rhaT	rhaS	DNA-binding transcriptional activator RhaS	ECD_RS19870
ECD_03792	ECD_03792	1	CP001509	4006478	4007416	+		transcriptional activator of rhaSR	RS19875	HTH-type transcriptional activator RhaR	ECD_RS19875
ECD_03793	ECD_03793	1	CP001509	4007413	4008447	-		L-rhamnose:proton symporter	rhaT	rhamnose/lyxose:H<sup>+</sup> symporter	ECD_RS19880
ECD_03794	ECD_03794	1	CP001509	4008732	4009352	+		superoxide dismutase, Mn	sodA	superoxide dismutase (Mn)	ECD_RS19885
ECD_03795	ECD_03795	1	CP001509	4009612	4010595	+		2-keto-3-deoxy-D-gluconate transporter	kdgT	2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter	ECD_RS19895
ECD_03796	ECD_03796	1	CP001509	4010744	4011418	+		6-N-hydroxylaminopurine resistance protein	yiiM	6-hydroxyaminopurine reductase	ECD_RS19900
ECD_03797	ECD_03797	1	CP001509	4011524	4012897	-		sensory histidine kinase in two-component regulatory system with CpxR	cpxA	sensor histidine kinase CpxA	ECD_RS19905
