locusId	scaffoldId	begin	end	strand	original_name	gene_type	rbtnseq_ref_locusId	product	sysName	name	desc	ecocyc_id
BW25113_3510	CP009273.1	3649768	3650100	-	hdeA	CDS	17571	stress response protein acid-resistance protein	b3510	hdeA	acid-resistance protein, possible chaperone  , subunit of HdeA dimer, inactive form of acid-resistance protein (Katherine Huang)	EG11398
BW25113_3511	CP009273.1	3650355	3650927	+	hdeD	CDS	17572	acid-resistance membrane protein	b3511	hdeD	acid-resistance membrane protein (NCBI)	EG11495
BW25113_4704	CP009273.1	3651346	3651414	-	arrS	ncRNA		antisense sRNA ArrS%2C function unknown		arrS	antisense sRNA ArrS%2C function unknown	
BW25113_3512	CP009273.1	3651726	3652253	+	gadE	CDS	17573	gad regulon transcriptional activator	b3512	gadE	acid-responsive regulator of gadA and gadBC (Katherine Huang)	EG11544
BW25113_3513	CP009273.1	3652592	3653749	+	mdtE	CDS	17574	anaerobic multidrug efflux transporter%2C ArcA-regulated	b3513	mdtE	multidrug resistance efflux transporter (NCBI)	EG12240
BW25113_3514	CP009273.1	3653774	3656887	+	mdtF	CDS	17575	anaerobic multidrug efflux transporter%2C ArcA-regulated	b3514	mdtF	multidrug transporter, RpoS-dependent (NCBI)	EG12241
BW25113_3515	CP009273.1	3657250	3657978	-	gadW	CDS	17576	transcriptional activator of gadA and gadBC%3B repressor of gadX	b3515	gadW	DNA-binding transcriptional activator (NCBI)	EG12242
BW25113_4452	CP009273.1	3658224	3658328	+	gadY	ncRNA		sRNA antisense regulator of gadAB transcriptional activator GadX mRNA%2C Hfq-dependent		gadY	sRNA antisense regulator of gadAB transcriptional activator GadX mRNA%2C Hfq-dependent	
BW25113_3516	CP009273.1	3658346	3659170	-	gadX	CDS	17577	acid resistance regulon transcriptional activator%3B autoactivator	b3516	gadX	DNA-binding transcriptional dual regulator (NCBI)	EG12243
BW25113_3517	CP009273.1	3659540	3660940	-	gadA	CDS	17578	glutamate decarboxylase A%2C PLP-dependent	b3517	gadA	glutamate decarboxylase A, PLP-dependent (NCBI)	EG50009
BW25113_3518	CP009273.1	3661151	3662548	-	yhjA	CDS	17579	putative cytochrome C peroxidase	b3518	ccp	predicted cytochrome C peroxidase (NCBI)	EG12244
BW25113_3519	CP009273.1	3662952	3664601	+	treF	CDS	17580	cytoplasmic trehalase	b3519	treF	cytoplasmic trehalase (NCBI)	EG12245
BW25113_3520	CP009273.1	3664652	3665254	-	yhjB	CDS	17581	putative DNA-binding transcriptional response regulator	b3520	yhjB	predicted DNA-binding response regulator in two-component regulatory system (NCBI)	EG12246
BW25113_3521	CP009273.1	3665774	3666673	+	yhjC	CDS	17582	LysR family putative transcriptional regulator	b3521	rcdB	predicted DNA-binding transcriptional regulator (RefSeq)	EG12247
BW25113_3522	CP009273.1	3666722	3667735	+	yhjD	CDS	17583	inner membrane putative BrbK family alternate lipid exporter	b3522	yhjD	conserved inner membrane protein (NCBI)	EG12248
BW25113_3523	CP009273.1	3668146	3669468	+	yhjE	CDS	17584	MFS superfamily sugar transport 1 family protein	b3523	yhjE	predicted transporter (NCBI)	EG12249
BW25113_3524	CP009273.1	3669650	3671710	-	yhjG	CDS	17585	putative inner membrane-anchored periplasmic AsmA family protein	b3524	yhjG	predicted outer membrane biogenesis protein (RefSeq)	EG12251
BW25113_3525	CP009273.1	3671780	3672547	-	yhjH	CDS	17586	cyclic-di-GMP phosphodiesterase%2C FlhDC-regulated	b3525	pdeH	orf, hypothetical protein (VIMSS)	EG12252
BW25113_3526	CP009273.1	3672779	3673708	+	kdgK	CDS	17587	2-dehydro-3-deoxygluconokinase	b3526	kdgK	ketodeoxygluconokinase (VIMSS)	EG12253
BW25113_3527	CP009273.1	3673804	3675300	-	yhjJ	CDS	17588	putative periplasmic M16 family chaperone	b3527	bipP	predicted zinc-dependent peptidase (NCBI)	EG12254
BW25113_3528	CP009273.1	3675521	3676807	-	dctA	CDS	17589	C4-dicarboxylic acid%2C orotate and citrate transporter	b3528	dctA	C4-dicarboxylate transport protein (NCBI)	EG20044
BW25113_3529	CP009273.1	3676990	3678978	-	yhjK	CDS	17590	cyclic-di-GMP phosphodiesterase	b3529	pdeK	predicted diguanylate cyclase (RefSeq)	EG12256
BW25113_3530	CP009273.1	3679060	3682533	-	bcsC	CDS	1937043	cellulose synthase subunit	b3530	bcsC	cellulose synthase subunit (RefSeq)	EG12257
BW25113_3531	CP009273.1	3682515	3683621	-	bcsZ	CDS	17592	endo-1%2C4-D-glucanase	b3531	bcsZ	endo-1,4-D-glucanase (NCBI)	EG12258
BW25113_3532	CP009273.1	3683628	3685967	-	bcsB	CDS	17593	regulator of cellulose synthase%2C cyclic di-GMP binding	b3532	bcsB	regulator of cellulose synthase, cyclic di-GMP binding (NCBI)	EG12259
BW25113_3533	CP009273.1	3685978	3688596	-	bcsA	CDS	17594	cellulose synthase%2C catalytic subunit	b3533	bcsA	putative cellulose synthase (VIMSS)	EG12260
BW25113_3534	CP009273.1	3688593	3689345	-	bcsQ	CDS				bcsQ		
BW25113_3535	CP009273.1	3689357	3689545	-	yhjR	CDS	17596	DUF2629 family protein	b3535	yhjR	hypothetical protein (NCBI)	EG12262
BW25113_3536	CP009273.1	3689818	3691389	+	bcsE	CDS	17597	cellulose production protein	b3536	bcsE	hypothetical protein (NCBI)	EG12263
BW25113_3537	CP009273.1	3691386	3691577	+	bcsF	CDS	17598	DUF2636 family small membrane protein associated with cellulose production	b3537	bcsF	orf, hypothetical protein (VIMSS)	EG12264
BW25113_3538	CP009273.1	3691574	3693253	+	bcsG	CDS	17599	DUF3260 family inner membrane protein associated with cellulose production	b3538	bcsG	predicted inner membrane protein (NCBI)	EG12265
BW25113_4453	CP009273.1	3693340	3693447	-	ldrD	CDS	1937046	toxic polypeptide%2C small	b4453	ldrD	toxic polypeptide, small (NCBI)	G0-9041
BW25113_4454	CP009273.1	3693496	3693561	+	rdlD	ncRNA		sRNA antisense regulator affects LdrD translation%3B proposed addiction module in LDR-D repeat%2C with toxic peptide LdrD		rdlD	sRNA antisense regulator affects LdrD translation%3B proposed addiction module in LDR-D repeat%2C with toxic peptide LdrD	
BW25113_3539	CP009273.1	3693923	3695194	+	yhjV	CDS	17600	putative transporter	b3539	yhjV	predicted transporter (NCBI)	EG12266
BW25113_3540	CP009273.1	3695224	3696228	-	dppF	CDS	17601	dipeptide transporter	b3540	dppF	dipeptide transporter (NCBI)	EG12628
BW25113_3541	CP009273.1	3696225	3697208	-	dppD	CDS	17602	dipeptide/heme transporter	b3541	dppD	dipeptide transporter (NCBI)	EG12627
BW25113_3542	CP009273.1	3697219	3698121	-	dppC	CDS	17603	dipeptide/heme transporter	b3542	dppC	dipeptide transporter (NCBI)	EG12626
BW25113_3543	CP009273.1	3698131	3699150	-	dppB	CDS	17604	dipeptide/heme transporter	b3543	dppB	dipeptide transporter (NCBI)	EG12625
BW25113_3544	CP009273.1	3699458	3701065	-	dppA	CDS	17605	dipeptide transporter	b3544	dppA	dipeptide transporter (NCBI)	EG10248
BW25113_3545	CP009273.1	3701976	3702052	-	proK	tRNA		tRNA-Pro		proK	tRNA-Pro	
BW25113_3546	CP009273.1	3702144	3703835	-	eptB	CDS	17606	KDO phosphoethanolamine transferase%2C Ca(2+)-inducible	b3546	eptB	orf, hypothetical protein (VIMSS)	EG12267
BW25113_3547	CP009273.1	3704159	3705367	-	yhjX	CDS	17607	pyruvate-inducible inner membrane protein%2C putative transporter	b3547	yhjX	predicted transporter (NCBI)	EG12268
BW25113_3548	CP009273.1	3705596	3706294	-	yhjY	CDS	17608	autotransporter beta-domain protein	b3548	yhjY	putative lipase (VIMSS)	EG12269
BW25113_3549	CP009273.1	3706452	3707015	+	tag	CDS	17609	3-methyl-adenine DNA glycosylase I%2C constitutive	b3549	tag	3-methyl-adenine DNA glycosylase I, constitutive (NCBI)	EG10986
BW25113_3550	CP009273.1	3707012	3707452	+	yiaC	CDS	17610	putative acyl-CoA transferase	b3550	yiaC	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	EG12270
BW25113_3551	CP009273.1	3707421	3709754	-	bisC	CDS	17611	biotin sulfoxide reductase	b3551	bisC	biotin sulfoxide reductase (RefSeq)	EG10124
BW25113_3552	CP009273.1	3709907	3710566	+	yiaD	CDS	1937052	multicopy suppressor of bamB%3B outer membrane lipoprotein	b3552	yiaD	predicted outer membrane lipoprotien (NCBI)	EG12271
BW25113_3553	CP009273.1	3710670	3711644	+	ghrB	CDS	17613	glyoxylate/hydroxypyruvate reductase B	b3553	ghrB	putative dehydrogenase (VIMSS)	EG12272
BW25113_3554	CP009273.1	3711694	3712404	-	yiaF	CDS	17614	barrier effect co-colonization resistance factor%3B DUF3053 family lipoprotein	b3554	yiaF	orf, hypothetical protein (VIMSS)	EG12273
BW25113_3555	CP009273.1	3712838	3713128	+	yiaG	CDS	17615	HTH_CROC1 family putative transcriptional regulator	b3555	yiaG	predicted transcriptional regulator (NCBI)	EG12624
BW25113_3556	CP009273.1	3713409	3713621	+	cspA	CDS	17616	RNA chaperone and antiterminator%2C cold-inducible	b3556	cspA	major cold shock protein (NCBI)	EG10166
BW25113_4647	CP009273.1	3713808	3713992	-	mokA	CDS				mokA		
BW25113_4455	CP009273.1	3713808	3713960	-	hokA	CDS	1937055	toxic polypeptide%2C small	b4455	hokA	toxic polypeptide, small (NCBI)	G0-9613
BW25113_3557	CP009273.1	3714040	3714561	+	insJ	CDS	17618	IS150 transposase A	b3557	insJ	IS150 protein InsA (NCBI)	G7776
BW25113_3558	CP009273.1	3714558	3715409	+	insK	CDS	17619	IS150 transposase B	b3558	insK	IS150 conserved protein InsB (NCBI)	G7777
BW25113_4614	CP009273.1	3715436	3715465	+	sokA	ncRNA				sokA		
BW25113_3559	CP009273.1	3715688	3717757	-	glyS	CDS	17620	glycine tRNA synthetase%2C beta subunit	b3559	glyS	glycyl-tRNA synthetase subunit beta (NCBI)	EG10410
BW25113_3560	CP009273.1	3717767	3718678	-	glyQ	CDS	17621	glycine tRNA synthetase%2C alpha subunit	b3560	glyQ	glycyl-tRNA synthetase subunit alpha (NCBI)	EG10409
BW25113_4553	CP009273.1	3718773	3719072	-	ysaB	CDS	1937056	uncharacterized protein	b4553	ysaB	hypothetical protein (NCBI)	G0-10467
BW25113_3561	CP009273.1	3719247	3720242	+	wecH	CDS	17622	O-acetyltransferase for enterobacterial common antigen (ECA)	b3561	wecH	conserved inner membrane protein (NCBI)	EG12274
BW25113_3562	CP009273.1	3720284	3720721	-	yiaA	CDS	17623	YiaAB family inner membrane protein%2C tandem domains	b3562	yiaA	orf, hypothetical protein (VIMSS)	EG11186
BW25113_3563	CP009273.1	3720767	3721108	-	yiaB	CDS	17624	YiaAB family inner membrane protein	b3563	yiaB	orf, hypothetical protein (VIMSS)	EG11267
BW25113_3564	CP009273.1	3721277	3722731	-	xylB	CDS	17625	xylulokinase	b3564	xylB	xylulokinase (NCBI)	EG11075
BW25113_3565	CP009273.1	3722803	3724125	-	xylA	CDS	17626	D-xylose isomerase	b3565	xylA	xylose isomerase (NCBI)	EG11074
BW25113_3566	CP009273.1	3724491	3725483	+	xylF	CDS	17627	D-xylose transporter subunit	b3566	xylF	D-xylose transporter subunit (NCBI)	EG20252
BW25113_3567	CP009273.1	3725561	3727102	+	xylG	CDS	17628	fused D-xylose transporter subunits of ABC superfamily: ATP-binding components	b3567	xylG	fused D-xylose transporter subunits of ABC superfamily: ATP-binding components (NCBI)	EG12275
BW25113_3568	CP009273.1	3727080	3728261	+	xylH	CDS	17629	D-xylose ABC transporter permease subunit	b3568	xylH	D-xylose transporter subunit (NCBI)	EG12276
BW25113_3569	CP009273.1	3728339	3729517	+	xylR	CDS	17630	xylose divergent operon transcriptional activator	b3569	xylR	DNA-binding transcriptional activator, xylose-binding (NCBI)	EG20253
BW25113_3570	CP009273.1	3729713	3730537	-	bax	CDS	1937059	putative glucosaminidase	b3570	bax	hypothetical protein (NCBI)	EG11360
BW25113_3571	CP009273.1	3730857	3732887	+	malS	CDS	17632	alpha-amylase	b3571	malS	periplasmic alpha-amylase precursor (NCBI)	EG11316
BW25113_3572	CP009273.1	3733065	3734318	+	avtA	CDS	1937060	valine-pyruvate aminotransferase 1	b3572	avtA	valine--pyruvate transaminase (NCBI)	EG10107
BW25113_3573	CP009273.1	3734469	3734942	-	ysaA	CDS	17634	putative hydrogenase%2C 4Fe-4S ferredoxin-type component	b3573	ysaA	predicted hydrogenase, 4Fe-4S ferredoxin-type component (NCBI)	EG12277
BW25113_3574	CP009273.1	3735044	3735892	-	yiaJ	CDS	17635	transcriptional repressor of yiaK-S operon	b3574	plaR	predicted DNA-binding transcriptional repressor (NCBI)	EG12278
BW25113_3575	CP009273.1	3736093	3737091	+	yiaK	CDS	17636	2%2C3-diketo-L-gulonate reductase%2C NADH-dependent	b3575	yiaK	2,3-diketo-L-gulonate dehydrogenase, NADH-dependent (NCBI)	EG12279
BW25113_3576	CP009273.1	3737103	3737570	+	yiaL	CDS	17637	DUF386 family protein	b3576	yiaL	hypothetical protein (NCBI)	EG12280
BW25113_3577	CP009273.1	3737688	3738161	+	yiaM	CDS	17638	2%2C3-diketo-L-gulonate TRAP transporter small permease protein	b3577	yiaM	predicted transporter (NCBI)	EG12281
BW25113_3578	CP009273.1	3738164	3739441	+	yiaN	CDS	1937061	2%2C3-diketo-L-gulonate TRAP transporter large permease protein	b3578	yiaN	predicted transporter (NCBI)	EG12282
BW25113_3579	CP009273.1	3739454	3740440	+	yiaO	CDS	17640	2%2C3-diketo-L-gulonate-binding periplasmic protein	b3579	yiaO	predicted transporter (NCBI)	EG12283
BW25113_3580	CP009273.1	3740444	3741940	+	lyxK	CDS	17641	L-xylulose kinase	b3580	lyxK	L-xylulose kinase (NCBI)	EG12284
BW25113_3581	CP009273.1	3741937	3742599	+	sgbH	CDS	17642	3-keto-L-gulonate 6-phosphate decarboxylase	b3581	sgbH	3-keto-L-gulonate 6-phosphate decarboxylase (NCBI)	EG12285
BW25113_3582	CP009273.1	3742592	3743452	+	sgbU	CDS	17643	putative L-xylulose 5-phosphate 3-epimerase	b3582	sgbU	probable 3-hexulose-6-phosphate isomerase (VIMSS)	EG12286
BW25113_3583	CP009273.1	3743446	3744141	+	sgbE	CDS	17644	L-ribulose-5-phosphate 4-epimerase	b3583	sgbE	L-ribulose-5-phosphate 4-epimerase (NCBI)	EG12287
BW25113_4648	CP009273.1	3744173	3744274	-	ysaC	CDS				ysaC		
BW25113_4649	CP009273.1	3744278	3744469	+	ysaD	CDS				ysaD		
BW25113_3584	CP009273.1	3744488	3745228	-	yiaT	CDS	17645	putative outer membrane protein	b3584	yiaT	hypothetical protein (NCBI)	EG12288
BW25113_3585	CP009273.1	3745352	3746326	+	yiaU	CDS	17646	putative DNA-binding transcriptional regulator	b3585	yiaU	predicted DNA-binding transcriptional regulator (NCBI)	EG12289
BW25113_3586	CP009273.1	3746323	3747459	-	yiaV	CDS	17647	membrane fusion protein (MFP) component of efflux pump%2C signal anchor	b3586	yiaV	membrane fusion protein (MFP) component of efflux pump, signal anchor (NCBI)	EG12290
BW25113_3587	CP009273.1	3747465	3747788	-	yiaW	CDS	17648	DUF3302 family inner membrane protein	b3587	yiaW	conserved inner membrane protein (NCBI)	EG12291
BW25113_3588	CP009273.1	3748333	3749871	-	aldB	CDS	17649	aldehyde dehydrogenase B	b3588	aldB	aldehyde dehydrogenase B (lactaldehyde dehydrogenase) (VIMSS)	EG12292
BW25113_3589	CP009273.1	3750036	3751187	-	yiaY	CDS	1937064	putative Fe-containing alcohol dehydrogenase%2C Pfam00465 family	b3589	yiaY	predicted Fe-containing alcohol dehydrogenase (NCBI)	EG12293
BW25113_3590	CP009273.1	3751377	3753221	-	selB	CDS	17651	selenocysteinyl-tRNA-specific translation factor	b3590	selB	selenocysteinyl-tRNA-specific translation factor (NCBI)	EG10942
BW25113_3591	CP009273.1	3753218	3754609	-	selA	CDS	17652	selenocysteine synthase	b3591	selA	selenocysteine synthase (NCBI)	EG10941
BW25113_3592	CP009273.1	3754707	3755315	-	yibF	CDS	17653	glutathione S-transferase homolog	b3592	yibF	predicted glutathione S-transferase (NCBI)	EG11762
BW25113_3593	CP009273.1	3755543	3759676	+	rhsA	CDS	17654	Rhs family protein%2C putative polymorphic toxin%3B putative polysaccharide synthesis/export protein%3B putative neighboring cell growth inhibitor	b3593	rhsA	rhsA element core protein RshA (NCBI)	EG10846
BW25113_3594	CP009273.1	3759697	3760539	+	yibA	CDS	17655	HEAT-domain lethality reduction protein%3B putative immunity protein for putative polymorphic toxin RhsA	b3594	yibA	lyase containing HEAT-repeat (NCBI)	EG11187
BW25113_3595	CP009273.1	3760581	3761525	+	rhsJ	CDS				rhsJ		
BW25113_3596	CP009273.1	3761537	3761998	+	yibG	CDS	17657	TPR-like repeat protein	b3596	yibG	hypothetical protein (NCBI)	EG11763
BW25113_4650	CP009273.1	3761999	3762250	+	yibS	CDS				yibS		
BW25113_4651	CP009273.1	3762252	3762335	+	yibW	CDS				yibW		
BW25113_4615	CP009273.1	3762705	3763031	+	yibV	CDS				yibV		
BW25113_4652	CP009273.1	3763308	3763394	+	yibU	CDS				yibU		
BW25113_3597	CP009273.1	3763603	3764739	-	yibH	CDS	17658	putative membrane fusion protein (MFP) component of efflux pump	b3597	yibH	hypothetical protein (NCBI)	EG11764
BW25113_3598	CP009273.1	3764742	3765104	-	yibI	CDS	17659	DUF3302 family inner membrane protein	b3598	yibI	predicted inner membrane protein (NCBI)	EG11765
BW25113_3599	CP009273.1	3765641	3767554	+	mtlA	CDS	17660	fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components	b3599	mtlA	fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components (NCBI)	EG10615
BW25113_3600	CP009273.1	3767784	3768932	+	mtlD	CDS	17661	mannitol-1-phosphate dehydrogenase%2C NAD-dependent	b3600	mtlD	mannitol-1-phosphate 5-dehydrogenase (NCBI)	EG10616
BW25113_3601	CP009273.1	3768932	3769519	+	mtlR	CDS	17662	mannitol operon repressor	b3601	mtlR	DNA-binding repressor (NCBI)	EG11965
BW25113_4554	CP009273.1	3769531	3769740	-	yibT	CDS	1937066	uncharacterized protein	b4554	yibT	hypothetical protein (NCBI)	G0-10468
BW25113_3602	CP009273.1	3770025	3770387	+	yibL	CDS	17663	ribosome-associated DUF2810 family protein	b3602	yibL	hypothetical protein (NCBI)	EG11964
BW25113_3603	CP009273.1	3770759	3772414	+	lldP	CDS	17664	L-lactate permease	b3603	lldP	L-lactate permease (NCBI)	EG11961
BW25113_3604	CP009273.1	3772414	3773190	+	lldR	CDS	17665	dual role activator/repressor for lldPRD operon	b3604	lldR	DNA-binding transcriptional repressor (NCBI)	EG11962
BW25113_3605	CP009273.1	3773187	3774377	+	lldD	CDS	17666	L-lactate dehydrogenase%2C FMN-linked	b3605	lldD	L-lactate dehydrogenase, FMN-linked (NCBI)	EG11963
BW25113_3606	CP009273.1	3774575	3775048	+	trmL	CDS	17667	tRNA Leu mC34%2CmU34 2'-O-methyltransferase%2C SAM-dependent	b3606	trmL	predicted rRNA methylase (NCBI)	EG11888
BW25113_3607	CP009273.1	3775101	3775922	-	cysE	CDS	17668	serine acetyltransferase	b3607	cysE	serine acetyltransferase (NCBI)	EG10187
BW25113_3608	CP009273.1	3776002	3777021	-	gpsA	CDS	17669	glycerol-3-phosphate dehydrogenase (NAD+)	b3608	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase (NCBI)	EG20091
BW25113_3609	CP009273.1	3777021	3777488	-	secB	CDS	17670	protein export chaperone	b3609	secB	export protein SecB (NCBI)	EG10937
BW25113_3610	CP009273.1	3777551	3777802	-	grxC	CDS	17671	glutaredoxin 3	b3610	grxC	glutaredoxin 3 (NCBI)	EG12294
BW25113_3611	CP009273.1	3777944	3778375	-	yibN	CDS	17672	putative rhodanese-related sulfurtransferase	b3611	yibN	predicted rhodanese-related sulfurtransferase (NCBI)	EG12295
BW25113_3612	CP009273.1	3778620	3780164	+	gpmM	CDS	17673	phosphoglycero mutase III%2C cofactor-independent	b3612	gpmM	phosphoglyceromutase (NCBI)	EG12296
BW25113_3613	CP009273.1	3780198	3781457	+	envC	CDS	17674	activator of AmiB%2CC murein hydrolases%2C septal ring factor	b3613	envC	putative membrane protein (VIMSS)	EG12297
BW25113_3614	CP009273.1	3781461	3782420	+	yibQ	CDS	17675	putative polysaccharide deacetylase	b3614	yibQ	orf, hypothetical protein (VIMSS)	EG12298
BW25113_3615	CP009273.1	3782407	3783441	-	waaH	CDS	17676	LPS(HepIII)-glucuronic acid glycosyltransferase	b3615	waaH	predicted glycosyl transferase (NCBI)	EG11266
BW25113_3616	CP009273.1	3783680	3784705	-	tdh	CDS	17677	L-threonine 3-dehydrogenase%2C NAD(P)-binding	b3616	tdh	L-threonine 3-dehydrogenase (NCBI)	EG10993
BW25113_3617	CP009273.1	3784715	3785911	-	kbl	CDS	17678	glycine C-acetyltransferase	b3617	kbl	2-amino-3-ketobutyrate coenzyme A ligase (NCBI)	EG10512
BW25113_3618	CP009273.1	3786186	3787043	-	yibB	CDS	17679	YibB family protein%2C function unknown	b3618	htrL	involved in lipopolysaccharide biosynthesis (VIMSS)	EG11188
BW25113_3619	CP009273.1	3787347	3788279	+	hldD	CDS	17680	ADP-L-glycero-D-mannoheptose-6-epimerase%2C NAD(P)-binding	b3619	rfaD	ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding (NCBI)	EG10838
BW25113_3620	CP009273.1	3788289	3789335	+	waaF	CDS	17681	ADP-heptose:LPS heptosyltransferase II	b3620	waaF	ADP-heptose:LPS heptosyltransferase II (NCBI)	EG12210
BW25113_3621	CP009273.1	3789339	3790298	+	waaC	CDS	17682	ADP-heptose:LPS heptosyl transferase I	b3621	waaC	ADP-heptose:LPS heptosyl transferase I (NCBI)	EG11189
BW25113_3622	CP009273.1	3790308	3791567	+	waaL	CDS	17683	O-antigen ligase	b3622	waaL	O-antigen ligase (NCBI)	EG11424
BW25113_3623	CP009273.1	3791599	3792672	-	waaU	CDS	17684	lipopolysaccharide core biosynthesis	b3623	waaU	lipopolysaccharide core biosynthesis (NCBI)	EG11423
BW25113_3624	CP009273.1	3792705	3793556	-	waaZ	CDS	17685	lipopolysaccharide core biosynthesis protein	b3624	waaZ	lipopolysaccharide core biosynthesis protein (NCBI)	EG11426
BW25113_3625	CP009273.1	3793627	3794325	-	waaY	CDS	17686	lipopolysaccharide core biosynthesis protein	b3625	waaY	lipopolysaccharide core biosynthesis protein (NCBI)	EG11425
BW25113_3626	CP009273.1	3794343	3795359	-	waaJ	CDS	17687	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase	b3626	waaJ	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase (NCBI)	EG11353
BW25113_3627	CP009273.1	3795399	3796418	-	waaR	CDS	17688	UDP-D-galactose:(glucosyl)lipopolysaccharide- alpha-1%2C3-D-galactosyltransferase	b3627	waaO	UDP-D-galactose:(glucosyl)lipopolysaccharide- alpha-1,3-D-galactosyltransferase (NCBI)	EG11352
BW25113_3628	CP009273.1	3796418	3797497	-	waaB	CDS	17689	UDP-D-galactose:(glucosyl)lipopolysaccharide-1%2C 6-D-galactosyltransferase	b3628	waaB	UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase (RefSeq)	EG11351
BW25113_3629	CP009273.1	3797541	3798476	-	waaS	CDS	17690	lipopolysaccharide core biosynthesis protein	b3629	waaS	lipopolysaccharide core biosynthesis protein (NCBI)	EG11350
BW25113_3630	CP009273.1	3798513	3799310	-	waaP	CDS	17691	kinase that phosphorylates core heptose of lipopolysaccharide	b3630	waaP	kinase that phosphorylates core heptose of lipopolysaccharide (NCBI)	EG11340
BW25113_3631	CP009273.1	3799303	3800427	-	waaG	CDS	17692	glucosyltransferase I	b3631	waaG	glucosyltransferase I (NCBI)	EG11339
BW25113_3632	CP009273.1	3800424	3801458	-	waaQ	CDS	17693	lipopolysaccharide core biosynthesis protein	b3632	waaQ	lipopolysaccharide core biosynthesis protein (NCBI)	EG11341
BW25113_3633	CP009273.1	3801900	3803177	+	waaA	CDS	17694	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	b3633	waaA	3-deoxy-D-manno-octulosonic-acid transferase (NCBI)	EG10520
BW25113_3634	CP009273.1	3803185	3803664	+	coaD	CDS	17695	pantetheine-phosphate adenylyltransferase	b3634	coaD	phosphopantetheine adenylyltransferase (NCBI)	EG11190
BW25113_3635	CP009273.1	3803703	3804512	-	mutM	CDS	17696	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	b3635	mutM	formamidopyrimidine-DNA glycosylase (NCBI)	EG10329
BW25113_3636	CP009273.1	3804610	3804777	-	rpmG	CDS	17697	50S ribosomal subunit protein L33	b3636	rpmG	50S ribosomal protein L33 (NCBI)	EG10891
BW25113_3637	CP009273.1	3804798	3805034	-	rpmB	CDS	17698	50S ribosomal subunit protein L28	b3637	rpmB	50S ribosomal protein L28 (NCBI)	EG10886
BW25113_3638	CP009273.1	3805251	3805919	-	yicR	CDS	17699	UPF0758 family protein	b3638	yicR	DNA repair protein (VIMSS)	EG11312
BW25113_3639	CP009273.1	3806091	3807311	+	dfp	CDS	17700	fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase%2C FMN-binding	b3639	dfp	flavoprotein affecting synthesis of DNA and pantothenate metabolism (VIMSS)	EG10004
BW25113_3640	CP009273.1	3807292	3807747	+	dut	CDS	17701	deoxyuridinetriphosphatase	b3640	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase (NCBI)	EG10251
BW25113_3641	CP009273.1	3807854	3808450	+	slmA	CDS	17702	nucleoid occlusion factor%2C anti-FtsZ division inhibitor	b3641	slmA	putative transcriptional regulator (VIMSS)	EG11191
BW25113_3642	CP009273.1	3808487	3809128	-	pyrE	CDS	17703	orotate phosphoribosyltransferase	b3642	pyrE	orotate phosphoribosyltransferase (NCBI)	EG10808
BW25113_3643	CP009273.1	3809241	3809909	-	rph	CDS	17704		b3643	rph	ribonuclease PH (NCBI)	EG10863
BW25113_3644	CP009273.1	3810036	3810899	+	yicC	CDS	17705	UPF0701 family protein	b3644	yicC	hypothetical protein (NCBI)	EG11192
BW25113_3645	CP009273.1	3811120	3811944	+	dinD	CDS	17706	DNA damage-inducible protein	b3645	dinD	DNA-damage-inducible protein (VIMSS)	EG11193
BW25113_3646	CP009273.1	3812234	3812851	+	yicG	CDS	17707	UPF0126 family inner membrane protein	b3646	yicG	orf, hypothetical protein (VIMSS)	EG11683
BW25113_3647	CP009273.1	3812848	3814530	-	ligB	CDS	17708	DNA ligase%2C NAD(+)-dependent	b3647	ligB	putative enzyme (VIMSS)	EG11334
BW25113_3648	CP009273.1	3814788	3815411	+	gmk	CDS	17709	guanylate kinase	b3648	gmk	guanylate kinase (NCBI)	EG10965
BW25113_3649	CP009273.1	3815466	3815741	+	rpoZ	CDS	17710	RNA polymerase%2C omega subunit	b3649	rpoZ	DNA-directed RNA polymerase subunit omega (NCBI)	EG10899
BW25113_3650	CP009273.1	3815760	3817868	+	spoT	CDS	17711	bifunctional (p)ppGpp synthetase II/ guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase	b3650	spoT	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase (NCBI)	EG10966
BW25113_3651	CP009273.1	3817875	3818564	+	trmH	CDS	17712	tRNA mG18-2'-O-methyltransferase%2C SAM-dependent	b3651	trmH	tRNA (Guanosine-2'-O-)-methyltransferase (NCBI)	EG10967
